,device,workload,metric,predictor,r2,max_error,mae,mape,medae,dataset_min,dataset_max,dataset_mean,dataset_median,dataset_size
cuda_980ti-conv2d-time-kNN:1075,cuda_980ti,conv2d,time,kNN,0.4613001218530599,1045.7940988299576,25.37876630158816,5.888185325321997,0.6145138172613807,0.006556810000000001,2333.97,27.380997824409302,0.8441099999999999,1075
cuda_980ti-conv2d-time-kNN:1290,cuda_980ti,conv2d,time,kNN,0.4711598823953951,1268.358118113736,24.344093839573983,5.286399791422725,0.6237552387238203,0.00618766,2333.97,27.488255987410856,0.8441099999999999,1290
cuda_980ti-conv2d-time-kNN:1505,cuda_980ti,conv2d,time,kNN,0.46285790394295,1268.3581181137408,25.343142467033175,5.300730694943676,0.6011746138738094,0.00618766,2333.97,26.6471456292691,0.8441099999999999,1505
cuda_980ti-conv2d-time-kNN:1720,cuda_980ti,conv2d,time,kNN,0.48902769951968617,1268.9705279203035,24.525206950659936,5.112112634963325,0.5401904186676618,0.00618766,2333.97,27.541586410639535,0.8441099999999999,1720
cuda_980ti-conv2d-time-kNN:1935,cuda_980ti,conv2d,time,kNN,0.5485167077131348,1269.1690792553386,22.591259446652362,3.4683497322336185,0.5364862105093392,0.00618766,2333.97,27.984570740299738,0.8441099999999999,1935
cuda_980ti-conv2d-time-kNN:2150,cuda_980ti,conv2d,time,kNN,0.5622244931550578,1267.3038121213729,21.705218974579516,2.76067266167938,0.5171425227671516,0.00618766,3395.5899999999997,27.66235539726977,0.8441099999999999,2150
cuda_980ti-conv2d-power-kNN:215,cuda_980ti,conv2d,power,kNN,0.5650947522308598,247.19967925063548,23.47903122068837,0.14307144461646057,17.269456726631788,81.159,251.474,181.3530069767442,192.56650000000002,215
cuda_980ti-conv2d-power-kNN:430,cuda_980ti,conv2d,power,kNN,0.6369470957021496,250.06070091120014,21.347078668677852,0.131065215546729,16.413972603081774,81.159,254.9805,183.03418023255816,192.56650000000002,430
cuda_980ti-conv2d-power-kNN:645,cuda_980ti,conv2d,power,kNN,0.6550516545923303,250.05172567247038,20.582063449147558,0.12793857447384138,15.624586074144375,81.159,256.665,185.3824550387597,192.56650000000002,645
cuda_980ti-conv2d-power-kNN:860,cuda_980ti,conv2d,power,kNN,0.6929394323518554,250.05828102489463,19.137208854801504,0.11753983626425225,13.97124354121604,81.159,268.27,185.67618023255815,192.56650000000002,860
cuda_980ti-conv2d-power-kNN:1075,cuda_980ti,conv2d,power,kNN,0.6918975771570655,249.65960603691454,18.93241956508971,0.11593626438899268,13.392941592889535,81.159,268.27,184.64563023255812,192.56650000000002,1075
cuda_980ti-conv2d-power-kNN:1290,cuda_980ti,conv2d,power,kNN,0.701709866726405,249.65960603691454,18.37151391407958,0.11255215641512334,13.42351074781827,80.68,268.27,185.8754620155039,192.56650000000002,1290
cuda_980ti-conv2d-power-kNN:1505,cuda_980ti,conv2d,power,kNN,0.7011856016036702,249.6596060369145,18.248370108861852,0.11139135212620714,13.45660969263831,80.68,268.27,185.75862292358806,192.56650000000002,1505
cuda_980ti-conv2d-power-kNN:1720,cuda_980ti,conv2d,power,kNN,0.7105258348820432,250.18789161462976,18.019783690192096,0.10923162040955417,13.486593199758786,80.68,268.27,185.3992046511628,192.56650000000002,1720
cuda_980ti-conv2d-power-kNN:1935,cuda_980ti,conv2d,power,kNN,0.717403745428729,250.18789161462985,17.767783624612353,0.10750930279404561,13.113542002838045,80.68,268.27,184.76376408268735,192.56650000000002,1935
cuda_980ti-conv2d-power-kNN:2150,cuda_980ti,conv2d,power,kNN,0.7365453975204759,250.18789161462996,17.18081076652769,0.10331013645643823,12.356310290236287,80.68,268.27,184.45204697674419,192.56650000000002,2150
cuda_980ti-conv2d-memory-kNN:215,cuda_980ti,conv2d,memory,kNN,0.35323091480121793,1.1007776999762768,0.08600693405081451,0.2283218109826381,0.009210627905998962,0.09796142578125,1.50103759765625,0.18346571811409884,0.11846923828125,215
cuda_980ti-conv2d-memory-kNN:430,cuda_980ti,conv2d,memory,kNN,0.5939033095517127,2.141626187695299,0.06738049325240827,0.182742750008623,0.005754490599323113,0.09796142578125,3.82012939453125,0.19259941633357558,0.11846923828125,430
cuda_980ti-conv2d-memory-kNN:645,cuda_980ti,conv2d,memory,kNN,0.7283781856072573,2.6523185907619586,0.05694820624582381,0.16684436681290696,0.005177773956168773,0.09796142578125,3.82012939453125,0.20735459438590118,0.11846923828125,645
cuda_980ti-conv2d-memory-kNN:860,cuda_980ti,conv2d,memory,kNN,0.7554623281705825,2.6420595789131798,0.05312088344590733,0.15049592008150198,0.004276768986227496,0.09796142578125,3.82012939453125,0.21291262604469477,0.11846923828125,860
cuda_980ti-conv2d-memory-kNN:1075,cuda_980ti,conv2d,memory,kNN,0.6620818724453574,3.012017533255175,0.0535975143120375,0.1355008648565508,0.003840752787916249,0.09796142578125,3.82012939453125,0.21046835256177326,0.11846923828125,1075
cuda_980ti-conv2d-memory-kNN:1290,cuda_980ti,conv2d,memory,kNN,0.7203025404292775,2.965329655826586,0.04679755237880932,0.11476847789788697,0.00305686005454342,0.09796142578125,3.82012939453125,0.21370490022407945,0.11846923828125,1290
cuda_980ti-conv2d-memory-kNN:1505,cuda_980ti,conv2d,memory,kNN,0.722872260141644,2.9313434461183294,0.046786989176161024,0.11098717419663132,0.002643237259634626,0.09796142578125,3.82012939453125,0.2094680735439161,0.11846923828125,1505
cuda_980ti-conv2d-memory-kNN:1720,cuda_980ti,conv2d,memory,kNN,0.6769894457398608,2.9352669369661126,0.04861442881811156,0.10639964492376795,0.002348599111172467,0.09796142578125,3.82012939453125,0.20748113587845204,0.11846923828125,1720
cuda_980ti-conv2d-memory-kNN:1935,cuda_980ti,conv2d,memory,kNN,0.7611157437090232,2.936541098249021,0.043546780565159766,0.09972704668296876,0.002351299753259352,0.09796142578125,3.82012939453125,0.20786482936652131,0.11846923828125,1935
cuda_980ti-conv2d-memory-kNN:2150,cuda_980ti,conv2d,memory,kNN,0.7525766863193654,2.954858054875475,0.044474772004109146,0.09937277328692674,0.0022459480435045864,0.09796142578125,3.82012939453125,0.20661711936773255,0.11846923828125,2150
cuda_980ti-conv2d-time-SVR:215,cuda_980ti,conv2d,time,SVR,-0.033463339704282946,4.948666980079073,31.279087697158612,3.3787702492709073,0.6711905127196377,0.006556810000000001,969.5160000000001,28.851351763395343,0.8441099999999999,215
cuda_980ti-conv2d-time-SVR:430,cuda_980ti,conv2d,time,SVR,-0.032079953655649085,5.977100765567656,31.164554920983644,2.5989110434291782,0.618952701483449,0.006556810000000001,1166.61,25.986583997953485,0.8441099999999999,430
cuda_980ti-conv2d-time-SVR:645,cuda_980ti,conv2d,time,SVR,-0.029589484014196366,7.013919141454831,31.06154401106324,3.2252706364279695,0.7504199815800527,0.006556810000000001,1166.61,21.91072910356589,0.8441099999999999,645
cuda_980ti-conv2d-time-SVR:860,cuda_980ti,conv2d,time,SVR,-0.026344099512610075,9.445787956866415,30.958480497567955,3.4338771731410813,0.7921337518012745,0.006556810000000001,2333.97,25.092995247813953,0.8441099999999999,860
cuda_980ti-conv2d-time-SVR:1075,cuda_980ti,conv2d,time,SVR,-0.025965625239984247,9.984485588651843,30.93422369428086,3.281759771538632,0.7690775969732624,0.006556810000000001,2333.97,27.380997824409302,0.8441099999999999,1075
cuda_980ti-conv2d-time-SVR:1290,cuda_980ti,conv2d,time,SVR,-0.02527716259587698,10.345376944193907,30.899880900293844,3.3879042052830313,0.7696714588672535,0.00618766,2333.97,27.488255987410856,0.8441099999999999,1290
cuda_980ti-conv2d-time-SVR:1505,cuda_980ti,conv2d,time,SVR,-0.025180488440462723,10.55309307689639,30.862892721689832,3.1670549854657213,0.7416219140290373,0.00618766,2333.97,26.6471456292691,0.8441099999999999,1505
cuda_980ti-conv2d-time-SVR:1720,cuda_980ti,conv2d,time,SVR,-0.024712745767312416,11.086094372654692,30.80725703103833,3.093747435310715,0.7392661816867108,0.00618766,2333.97,27.541586410639535,0.8441099999999999,1720
cuda_980ti-conv2d-time-SVR:1935,cuda_980ti,conv2d,time,SVR,-0.023695804643333762,11.75944937868448,30.777416843196793,3.0805469521935653,0.71400654184668,0.00618766,2333.97,27.984570740299738,0.8441099999999999,1935
cuda_980ti-conv2d-time-SVR:2150,cuda_980ti,conv2d,time,SVR,-0.02356396412347994,12.264678408361473,30.748081894735474,3.2697220118330566,0.743994583251288,0.00618766,3395.5899999999997,27.66235539726977,0.8441099999999999,2150
cuda_980ti-conv2d-power-SVR:215,cuda_980ti,conv2d,power,SVR,0.10245629909128495,197.40517648112626,36.03889501965737,0.25420742212443886,32.54316603627106,81.159,251.474,181.3530069767442,192.56650000000002,215
cuda_980ti-conv2d-power-SVR:430,cuda_980ti,conv2d,power,SVR,0.13844410206151558,207.58921733994617,35.18219650708481,0.25161606350992033,30.505766136138107,81.159,254.9805,183.03418023255816,192.56650000000002,430
cuda_980ti-conv2d-power-SVR:645,cuda_980ti,conv2d,power,SVR,0.15257808662483074,213.57166039347916,34.533335194933066,0.25066443432656815,29.91430074065802,81.159,256.665,185.3824550387597,192.56650000000002,645
cuda_980ti-conv2d-power-SVR:860,cuda_980ti,conv2d,power,SVR,0.19254951836624068,215.06055755206347,33.79749171941531,0.24388486775959434,30.062185332903496,81.159,268.27,185.67618023255815,192.56650000000002,860
cuda_980ti-conv2d-power-SVR:1075,cuda_980ti,conv2d,power,SVR,0.23496366926766488,217.69856806516964,33.0631202038904,0.23595573198269676,30.557244334069566,81.159,268.27,184.64563023255812,192.56650000000002,1075
cuda_980ti-conv2d-power-SVR:1290,cuda_980ti,conv2d,power,SVR,0.24696731474596711,221.4518744273994,32.68829094150231,0.23441245081778167,29.441871624737644,80.68,268.27,185.8754620155039,192.56650000000002,1290
cuda_980ti-conv2d-power-SVR:1505,cuda_980ti,conv2d,power,SVR,0.26531633972632174,222.01640067190402,32.28146876418708,0.23084474530569463,29.22199237553592,80.68,268.27,185.75862292358806,192.56650000000002,1505
cuda_980ti-conv2d-power-SVR:1720,cuda_980ti,conv2d,power,SVR,0.27942919996591165,222.32221700719907,32.00362092038434,0.22802810723565628,29.141908042535164,80.68,268.27,185.3992046511628,192.56650000000002,1720
cuda_980ti-conv2d-power-SVR:1935,cuda_980ti,conv2d,power,SVR,0.3024804860901794,222.56470770895322,31.598256608230436,0.22314570873225267,28.895268718074888,80.68,268.27,184.76376408268735,192.56650000000002,1935
cuda_980ti-conv2d-power-SVR:2150,cuda_980ti,conv2d,power,SVR,0.31655380036893344,223.6916253408703,31.283974887249318,0.2207197298876246,28.534321758581882,80.68,268.27,184.45204697674419,192.56650000000002,2150
cuda_980ti-conv2d-memory-SVR:215,cuda_980ti,conv2d,memory,SVR,0.346483088547724,0.918379928463922,0.11291639556903159,0.5143770199011723,0.05424701609626849,0.09796142578125,1.50103759765625,0.18346571811409884,0.11846923828125,215
cuda_980ti-conv2d-memory-SVR:430,cuda_980ti,conv2d,memory,SVR,0.4525543785941415,1.0933533613128394,0.09167389801916971,0.3636854349398867,0.039369149148739124,0.09796142578125,3.82012939453125,0.19259941633357558,0.11846923828125,430
cuda_980ti-conv2d-memory-SVR:645,cuda_980ti,conv2d,memory,SVR,0.627367033799153,1.4222666149811893,0.08227775223429855,0.3632912678609157,0.040447990741515547,0.09796142578125,3.82012939453125,0.20735459438590118,0.11846923828125,645
cuda_980ti-conv2d-memory-SVR:860,cuda_980ti,conv2d,memory,SVR,0.6504400897173707,1.4427467884103509,0.08144606794114462,0.378099971270268,0.04203019347314957,0.09796142578125,3.82012939453125,0.21291262604469477,0.11846923828125,860
cuda_980ti-conv2d-memory-SVR:1075,cuda_980ti,conv2d,memory,SVR,0.6969213058314458,1.6308244975986674,0.0782332968929226,0.3877876452491098,0.04395991041670563,0.09796142578125,3.82012939453125,0.21046835256177326,0.11846923828125,1075
cuda_980ti-conv2d-memory-SVR:1290,cuda_980ti,conv2d,memory,SVR,0.7129422279315583,1.6237207079815987,0.07812278242672274,0.39728870369283925,0.04548816284383493,0.09796142578125,3.82012939453125,0.21370490022407945,0.11846923828125,1290
cuda_980ti-conv2d-memory-SVR:1505,cuda_980ti,conv2d,memory,SVR,0.7245578203740042,1.630506304858761,0.07645209178765273,0.38606870528920467,0.046942099943254434,0.09796142578125,3.82012939453125,0.2094680735439161,0.11846923828125,1505
cuda_980ti-conv2d-memory-SVR:1720,cuda_980ti,conv2d,memory,SVR,0.7191784939881423,1.5429943671729096,0.07644817356900699,0.38662168266618313,0.04674199744743528,0.09796142578125,3.82012939453125,0.20748113587845204,0.11846923828125,1720
cuda_980ti-conv2d-memory-SVR:1935,cuda_980ti,conv2d,memory,SVR,0.7479432277831342,1.6186259199217494,0.07773587651548312,0.4166785261030462,0.049954513508062126,0.09796142578125,3.82012939453125,0.20786482936652131,0.11846923828125,1935
cuda_980ti-conv2d-memory-SVR:2150,cuda_980ti,conv2d,memory,SVR,0.7638027966144347,1.9213437821873534,0.07562477997243833,0.4091433787870065,0.051770604508779544,0.09796142578125,3.82012939453125,0.20661711936773255,0.11846923828125,2150
cuda_980ti-conv2d-time-MLP:215,cuda_980ti,conv2d,time,MLP,0.3069566074605,730.2489182910871,35.404355201600445,55.11118350352211,5.548546582307726,0.006556810000000001,969.5160000000001,28.851351763395343,0.8441099999999999,215
cuda_980ti-conv2d-time-MLP:430,cuda_980ti,conv2d,time,MLP,0.3233491680315098,1404.5030148485662,32.38465107967016,21.71993168133226,3.5934158118261084,0.006556810000000001,1166.61,25.986583997953485,0.8441099999999999,430
cuda_980ti-conv2d-time-MLP:645,cuda_980ti,conv2d,time,MLP,0.4434749399505925,1340.837820566118,27.875647563985925,18.124526525475417,2.5472816535267437,0.006556810000000001,1166.61,21.91072910356589,0.8441099999999999,645
cuda_980ti-conv2d-time-MLP:860,cuda_980ti,conv2d,time,MLP,0.09152616552901738,2778.57419591672,34.840809925953884,31.52680206187477,3.4375257151114065,0.006556810000000001,2333.97,25.092995247813953,0.8441099999999999,860
cuda_980ti-conv2d-time-MLP:1075,cuda_980ti,conv2d,time,MLP,0.5281104444515095,1430.63334922732,25.64786432362461,56.73347611081784,5.967701604860224,0.006556810000000001,2333.97,27.380997824409302,0.8441099999999999,1075
cuda_980ti-conv2d-time-MLP:1290,cuda_980ti,conv2d,time,MLP,0.6548934952539245,1938.994934877469,23.993719126486972,30.193595826996013,3.6235213269173805,0.00618766,2333.97,27.488255987410856,0.8441099999999999,1290
cuda_980ti-conv2d-time-MLP:1505,cuda_980ti,conv2d,time,MLP,0.5776099114951209,1294.8113318652877,21.718490483367336,24.330075800904375,3.478515749566406,0.00618766,2333.97,26.6471456292691,0.8441099999999999,1505
cuda_980ti-conv2d-time-MLP:1720,cuda_980ti,conv2d,time,MLP,0.5764415046213891,1491.7691145669844,24.35756599253499,39.38600085964977,4.415716681336635,0.00618766,2333.97,27.541586410639535,0.8441099999999999,1720
cuda_980ti-conv2d-time-MLP:1935,cuda_980ti,conv2d,time,MLP,0.6170921921287839,1184.922089863714,20.369343426223537,21.619618585693097,2.658954589576197,0.00618766,2333.97,27.984570740299738,0.8441099999999999,1935
cuda_980ti-conv2d-time-MLP:2150,cuda_980ti,conv2d,time,MLP,0.6013343521883294,1705.8203625073359,23.152945581319432,22.701032929614318,3.5176753749378835,0.00618766,3395.5899999999997,27.66235539726977,0.8441099999999999,2150
cuda_980ti-conv2d-power-MLP:215,cuda_980ti,conv2d,power,MLP,0.5882651980918217,326.4736217978277,22.806835216645023,0.13238641053032008,17.616504742540883,81.159,251.474,181.3530069767442,192.56650000000002,215
cuda_980ti-conv2d-power-MLP:430,cuda_980ti,conv2d,power,MLP,0.6544734382466093,302.43006137363386,20.581117368698557,0.12265150099676492,15.330764267371492,81.159,254.9805,183.03418023255816,192.56650000000002,430
cuda_980ti-conv2d-power-MLP:645,cuda_980ti,conv2d,power,MLP,0.711524431366476,251.6013112457596,19.65201208702992,0.11623012480233863,15.84229441750324,81.159,256.665,185.3824550387597,192.56650000000002,645
cuda_980ti-conv2d-power-MLP:860,cuda_980ti,conv2d,power,MLP,0.6933793439946163,271.49824147076373,19.861205482483573,0.1197062494687091,14.892314437712017,81.159,268.27,185.67618023255815,192.56650000000002,860
cuda_980ti-conv2d-power-MLP:1075,cuda_980ti,conv2d,power,MLP,0.7499723220470851,239.64433183190332,18.57516975957779,0.1075553964449267,16.20942482935571,81.159,268.27,184.64563023255812,192.56650000000002,1075
cuda_980ti-conv2d-power-MLP:1290,cuda_980ti,conv2d,power,MLP,0.7544441871884993,244.07955680430268,17.515498881402987,0.10532776060059425,13.617842482916743,80.68,268.27,185.8754620155039,192.56650000000002,1290
cuda_980ti-conv2d-power-MLP:1505,cuda_980ti,conv2d,power,MLP,0.7518205544470907,231.21396462031694,18.618095397680037,0.10388867454125085,15.498956240279853,80.68,268.27,185.75862292358806,192.56650000000002,1505
cuda_980ti-conv2d-power-MLP:1720,cuda_980ti,conv2d,power,MLP,0.7762848325303405,251.78002274123543,16.74778026726189,0.10141373368411837,13.07637302064343,80.68,268.27,185.3992046511628,192.56650000000002,1720
cuda_980ti-conv2d-power-MLP:1935,cuda_980ti,conv2d,power,MLP,0.7707344598807113,251.67016259658539,17.48210948330995,0.10130558774466686,14.815441143012691,80.68,268.27,184.76376408268735,192.56650000000002,1935
cuda_980ti-conv2d-power-MLP:2150,cuda_980ti,conv2d,power,MLP,0.7825734363535759,240.02190625802197,16.72961681288673,0.09748544742070701,13.793784057361023,80.68,268.27,184.45204697674419,192.56650000000002,2150
cuda_980ti-conv2d-memory-MLP:215,cuda_980ti,conv2d,memory,MLP,0.7617520270512181,1.9970294453857917,0.05866977656702655,0.23027148955483143,0.014578877062680434,0.09796142578125,1.50103759765625,0.18346571811409884,0.11846923828125,215
cuda_980ti-conv2d-memory-MLP:430,cuda_980ti,conv2d,memory,MLP,0.8111941413536442,2.277687271341246,0.044988801279829335,0.13973590604030608,0.009509056013576128,0.09796142578125,3.82012939453125,0.19259941633357558,0.11846923828125,430
cuda_980ti-conv2d-memory-MLP:645,cuda_980ti,conv2d,memory,MLP,0.7829995397706399,3.0858583117427965,0.08521427589342472,0.5126827227499622,0.053542134084724774,0.09796142578125,3.82012939453125,0.20735459438590118,0.11846923828125,645
cuda_980ti-conv2d-memory-MLP:860,cuda_980ti,conv2d,memory,MLP,0.8362154209075772,2.537013585107345,0.04400580627749675,0.138771902370083,0.00898395179738664,0.09796142578125,3.82012939453125,0.21291262604469477,0.11846923828125,860
cuda_980ti-conv2d-memory-MLP:1075,cuda_980ti,conv2d,memory,MLP,0.7271287686060435,2.385523220504297,0.06463960593516942,0.24341360449871735,0.02125350772352634,0.09796142578125,3.82012939453125,0.21046835256177326,0.11846923828125,1075
cuda_980ti-conv2d-memory-MLP:1290,cuda_980ti,conv2d,memory,MLP,0.6714785652060825,2.269474131842186,0.08064282341805716,0.34674483598355454,0.036657592433413655,0.09796142578125,3.82012939453125,0.21370490022407945,0.11846923828125,1290
cuda_980ti-conv2d-memory-MLP:1505,cuda_980ti,conv2d,memory,MLP,0.8345249555991018,3.397046402847048,0.04174538644034539,0.14569460124688283,0.011755310174405953,0.09796142578125,3.82012939453125,0.2094680735439161,0.11846923828125,1505
cuda_980ti-conv2d-memory-MLP:1720,cuda_980ti,conv2d,memory,MLP,0.9248094636633748,2.675348897442263,0.028257272492326867,0.10213058182217016,0.00747339618636924,0.09796142578125,3.82012939453125,0.20748113587845204,0.11846923828125,1720
cuda_980ti-conv2d-memory-MLP:1935,cuda_980ti,conv2d,memory,MLP,0.851583586107698,3.0189421366834943,0.05375617632453593,0.25020601682949206,0.020738810047477366,0.09796142578125,3.82012939453125,0.20786482936652131,0.11846923828125,1935
cuda_980ti-conv2d-memory-MLP:2150,cuda_980ti,conv2d,memory,MLP,0.834249997333332,3.4285720520350584,0.03648988552909048,0.1084838309814829,0.007877277270887384,0.09796142578125,3.82012939453125,0.20661711936773255,0.11846923828125,2150
cuda_980ti-dense-time-xgb:1890,cuda_980ti,dense,time,xgb,0.9932393234193948,239.0797576904297,1.5436321761827074,0.6105283249623402,0.6958552343080521,0.006844139999999999,246.008,23.265963498862437,8.67062,1890
cuda_980ti-dense-time-xgb:3780,cuda_980ti,dense,time,xgb,0.995760189190001,240.96290588378906,1.2467615786926334,0.5311570493370288,0.5700431690216067,0.006844139999999999,246.008,23.772623186476192,8.67062,3780
cuda_980ti-dense-time-xgb:5670,cuda_980ti,dense,time,xgb,0.9965191206566004,244.3353729248047,1.1469898628116721,0.4208775592929,0.5539933677482602,0.006844139999999999,246.008,24.158905841899468,8.67062,5670
cuda_980ti-dense-time-xgb:7560,cuda_980ti,dense,time,xgb,0.9967500378649732,247.2045440673828,1.104955775254119,0.4341866413408153,0.5261738804626468,0.006844139999999999,247.757,24.164801991009263,8.67062,7560
cuda_980ti-dense-time-xgb:9450,cuda_980ti,dense,time,xgb,0.9970946202744876,247.3241424560547,1.0461104899033216,0.40450515741750426,0.490879965209956,0.006844139999999999,247.757,24.123172514367198,8.67062,9450
cuda_980ti-dense-time-xgb:11340,cuda_980ti,dense,time,xgb,0.9974619138036138,248.70811462402344,0.9827174670016445,0.3869320989112606,0.4797438635635367,0.006844139999999999,250.48,23.8260310214709,8.67062,11340
cuda_980ti-dense-time-xgb:13230,cuda_980ti,dense,time,xgb,0.9975825614434362,247.62860107421875,0.9548096345250646,0.37251776702722483,0.4548812572479246,0.006844139999999999,250.48,23.707700334975055,8.67062,13230
cuda_980ti-dense-time-xgb:15120,cuda_980ti,dense,time,xgb,0.9977936077680579,246.40135192871094,0.9191676889773378,0.3971022776502486,0.4646200929260269,0.006844139999999999,250.48,23.668447586842596,8.67062,15120
cuda_980ti-dense-time-xgb:17010,cuda_980ti,dense,time,xgb,0.9979778167171182,246.63995361328125,0.8986869501929985,0.3761354816656486,0.4693857941541682,0.006844139999999999,252.24200000000002,23.635066800662553,8.67062,17010
cuda_980ti-dense-time-xgb:18900,cuda_980ti,dense,time,xgb,0.9978636832263655,248.65220642089844,0.9000116048176385,0.3239344143672424,0.428717530822754,0.006844139999999999,252.24200000000002,23.686575505611643,8.67062,18900
cuda_980ti-dense-power-xgb:1890,cuda_980ti,dense,power,xgb,0.8128737965004731,227.38221740722656,3.3323412340884992,0.018707918732882405,2.2088797607421924,85.033,229.296,178.10686137566137,179.268,1890
cuda_980ti-dense-power-xgb:3780,cuda_980ti,dense,power,xgb,0.8556282664881867,228.095703125,2.902926972894915,0.01628787618641162,1.9177509155273356,85.033,230.434,178.18203783068782,179.268,3780
cuda_980ti-dense-power-xgb:5670,cuda_980ti,dense,power,xgb,0.8736699309663533,227.12025451660156,2.7487764584819394,0.015445554973563593,1.8107564086914039,85.033,235.34449999999998,178.22729982363316,179.268,5670
cuda_980ti-dense-power-xgb:7560,cuda_980ti,dense,power,xgb,0.8905445278632381,222.9275360107422,2.6122989162424086,0.01468180602487855,1.7424199829101497,85.033,235.34449999999998,178.27894966931214,179.268,7560
cuda_980ti-dense-power-xgb:9450,cuda_980ti,dense,power,xgb,0.8971597153398204,228.12844848632812,2.5358809237679942,0.014270372658787748,1.7197509155273423,85.033,235.34449999999998,178.32874523809522,179.268,9450
cuda_980ti-dense-power-xgb:11340,cuda_980ti,dense,power,xgb,0.9041658547305449,227.34326171875,2.477789096491649,0.01395694226470531,1.711592163085939,85.033,235.34449999999998,178.28511300705466,179.268,11340
cuda_980ti-dense-power-xgb:13230,cuda_980ti,dense,power,xgb,0.9064639416230421,228.66702270507812,2.4282634707017823,0.013646333436145587,1.6644438476562442,85.033,235.34449999999998,178.28808458049883,179.268,13230
cuda_980ti-dense-power-xgb:15120,cuda_980ti,dense,power,xgb,0.9079480170427557,227.0656280517578,2.437779369326804,0.01371451894463078,1.670502868652349,85.033,235.34449999999998,178.34574209656083,179.268,15120
cuda_980ti-dense-power-xgb:17010,cuda_980ti,dense,power,xgb,0.9150713130107969,230.30615234375,2.3749715712422597,0.013374230673034452,1.6749943847656397,85.033,235.34449999999998,178.28596249265138,179.268,17010
cuda_980ti-dense-power-xgb:18900,cuda_980ti,dense,power,xgb,0.9191882368025682,226.5908966064453,2.3505525574427866,0.01323501658009449,1.6477399291992185,83.273,235.34449999999998,178.28806825396825,179.268,18900
cuda_980ti-dense-memory-xgb:1890,cuda_980ti,dense,memory,xgb,0.9984060514165681,0.5603601336479187,0.0029272892249498235,0.013955961771644147,0.0019494518637657166,0.09747314453125,0.56597900390625,0.21454018890542328,0.18231201171875,1890
cuda_980ti-dense-memory-xgb:3780,cuda_980ti,dense,memory,xgb,0.9991816488031285,0.5533946752548218,0.002125984589855801,0.010181353844591727,0.001440834254026413,0.09747314453125,0.56597900390625,0.2137601337735615,0.18231201171875,3780
cuda_980ti-dense-memory-xgb:5670,cuda_980ti,dense,memory,xgb,0.9993805912595806,0.5542535185813904,0.0018135701974998123,0.008906386123051006,0.001231130212545395,0.09747314453125,0.56597900390625,0.21417929566936728,0.18231201171875,5670
cuda_980ti-dense-memory-xgb:7560,cuda_980ti,dense,memory,xgb,0.9995809726637164,0.5519471168518066,0.0015262910151098222,0.007472541812474602,0.0010896921157836914,0.09747314453125,0.56597900390625,0.21393666746755124,0.18231201171875,7560
cuda_980ti-dense-memory-xgb:9450,cuda_980ti,dense,memory,xgb,0.9996305079590644,0.5527369379997253,0.0014143649108748894,0.0070109345507691385,0.0010156482458114624,0.09747314453125,0.56597900390625,0.21427761501736112,0.18231201171875,9450
cuda_980ti-dense-memory-xgb:11340,cuda_980ti,dense,memory,xgb,0.9996536715366314,0.5504582524299622,0.001359147718471841,0.006747626644426556,0.0009588152170181274,0.09747314453125,0.56597900390625,0.2140068686618166,0.18231201171875,11340
cuda_980ti-dense-memory-xgb:13230,cuda_980ti,dense,memory,xgb,0.9997165572670252,0.5536214709281921,0.001300006184192517,0.006528266639311188,0.0009537935256958008,0.09747314453125,0.56597900390625,0.21366272203325776,0.18231201171875,13230
cuda_980ti-dense-memory-xgb:15120,cuda_980ti,dense,memory,xgb,0.9997408579852314,0.5528696775436401,0.0012556862652024323,0.00629129441199047,0.0009138286113739014,0.09747314453125,0.56597900390625,0.21358242135830027,0.18231201171875,15120
cuda_980ti-dense-memory-xgb:17010,cuda_980ti,dense,memory,xgb,0.9997560037864058,0.5514761209487915,0.0011978274257794508,0.006016109309694679,0.0008632093667984009,0.09747314453125,0.56597900390625,0.21340354278044166,0.18231201171875,17010
cuda_980ti-dense-memory-xgb:18900,cuda_980ti,dense,memory,xgb,0.9998179524187104,0.5523750185966492,0.001070795698194649,0.005451551074731055,0.0008265487849712372,0.09747314453125,0.57318115234375,0.21347040731440145,0.18231201171875,18900
cuda_980ti-dense-time-ert:1890,cuda_980ti,dense,time,ert,0.9966776338642306,243.57234285714367,0.830832909002807,0.10764799041461352,0.23684707999999993,0.006844139999999999,246.008,23.265963498862437,8.67062,1890
cuda_980ti-dense-time-ert:3780,cuda_980ti,dense,time,ert,0.9972996993990537,242.1588457142865,0.7283635172711701,0.07211690271186383,0.17526679999998573,0.006844139999999999,246.008,23.772623186476192,8.67062,3780
cuda_980ti-dense-time-ert:5670,cuda_980ti,dense,time,ert,0.997329906150271,241.89323428571507,0.6973524320988823,0.05927707634013436,0.1512677142857055,0.006844139999999999,246.008,24.158905841899468,8.67062,5670
cuda_980ti-dense-time-ert:7560,cuda_980ti,dense,time,ert,0.9974516305442992,242.86866285714328,0.6803809884299981,0.050736259549105774,0.13822440000001768,0.006844139999999999,247.757,24.164801991009263,8.67062,7560
cuda_980ti-dense-time-ert:9450,cuda_980ti,dense,time,ert,0.9973875840798697,243.3579885714291,0.6837142806470348,0.04586593255952837,0.13759159999998483,0.006844139999999999,247.757,24.123172514367198,8.67062,9450
